Instrument,ISIN,ISIX,WKN,Mnemonic,MIC Code,URL,,,,,,,,,,,,,,,,,,,,,,,Start Intraday Auction 10,Start Closing Auction
MYBET HOLDING SE NA O.N.,DE000A0JRU67,12116,000A0JRU6,XMY,XETR,http://www.finanzen.at/aktien/mybet-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MUEHLHAN             O.N.,DE000A0KD0F7,12282,000A0KD0F,M4N,XETR,http://www.finanzen.at/aktien/Muehlhan-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VECTRON SYSTEMS      O.N.,DE000A0KEXC7,14815,000A0KEXC,V3S,XETR,http://www.finanzen.at/aktien/Vectron_Systems-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MIC AG,DE000A0KF6S5,12276,000A0KF6S,M3B,XETR,http://www.finanzen.at/aktien/MIC-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ACCENTRO R.EST.AG  O.N.,DE000A0KFKB3,14889,000A0KFKB,E7S,XETR,http://www.finanzen.at/aktien/Accentro_Real_Estate-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ELEXXION AG,DE000A0KFKH0,12389,000A0KFKH,E8X,XETR,http://www.finanzen.at/aktien/Elexxion-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CYTOTOOLS          O.N.,DE000A0KFRJ1,14036,000A0KFRJ,T5O,XETR,http://www.finanzen.at/aktien/CytoTools-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
KROMI LOGISTIK  INH. O.N.,DE000A0KFUJ5,9501,000A0KFUJ,K1R,XETR,http://www.finanzen.at/aktien/KROMI_Logistik-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SHF COMMUNICAT.TECH.,DE000A0KPMZ7,2755,000A0KPMZ,S4K,XETR,http://www.finanzen.at/aktien/SHF_Communication_Technologies-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
NABALTEC AG INH.,DE000A0KPPR7,12525,000A0KPPR,NTG,XETR,http://www.finanzen.at/aktien/Nabaltec-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MPH MITT.PHARMA HLDG,DE000A0L1H32,1954,000A0L1H3,93M,XETR,http://www.finanzen.at/aktien/MPH_Mittelstaendische_Pharma-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HELIAD EQ.PARTN.KGAA,DE000A0L1NN5,8643,000A0L1NN,HPBK,XETR,http://www.finanzen.at/aktien/Heliad_Equity_Partners_GmbHCo-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CROPENERGIES AG,DE000A0LAUP1,12209,000A0LAUP,CE2,XETR,http://www.finanzen.at/aktien/CropEnergies-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MEVIS MEDICAL SOL.NA O.N.,DE000A0LBFE4,11691,000A0LBFE,M3V,XETR,http://www.finanzen.at/aktien/MeVis_Medical_Solutions-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
UET AG   O.N.,DE000A0LBKW6,14035,000A0LBKW,CFC,XETR,http://www.finanzen.at/aktien/UET_United_Electronic_Technology-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ALSTRIA OFFICE REIT-AG,DE000A0LD2U1,14963,000A0LD2U,AOX,XETR,http://www.finanzen.at/aktien/alstria_office_REIT-AG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GERRESHEIMER AG,DE000A0LD6E6,10938,000A0LD6E,GXI,XETR,http://www.finanzen.at/aktien/Gerresheimer-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HWA AG  INH.O.N.,DE000A0LR4P1,10730,000A0LR4P,H9W,XETR,http://www.finanzen.at/aktien/Hans-Werner_Aufrecht-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HALLOREN SCHOKOLADEN. AG,DE000A0LR5T0,10063,000A0LR5T,H2R,XETR,http://www.finanzen.at/aktien/Halloren_Schokoladenfabrik-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
STEICO SE,DE000A0LR936,15630,000A0LR93,ST5,XETR,http://www.finanzen.at/aktien/Steico-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TWINTEC AG,DE000A0LSAT7,14804,000A0LSAT,TIN,XETR,http://www.finanzen.at/aktien/TWINTEC-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PYROLYX AG  INH. O.N.,DE000A0MFXR8,2852,000A0MFXR,S26,XETR,http://www.finanzen.at/aktien/Pyrolyx_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
M4E AG          INH. O.N.,DE000A0MSEQ3,14247,000A0MSEQ,MU4,XETR,http://www.finanzen.at/aktien/m4e-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
M-U-T AG MESSGER.INH.O.N.,DE000A0MSN11,16685,000A0MSN1,M7U,XETR,http://www.finanzen.at/aktien/Mut-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ENVITEC BIOGAS O.N.,DE000A0MVLS8,9657,000A0MVLS,ETG,XETR,http://www.finanzen.at/aktien/Envitec_Biogas-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FAIR VALUE REIT-AG INH.ON,DE000A0MW975,11332,000A0MW97,FVI,XETR,http://www.finanzen.at/aktien/Fair_Value_REIT-AG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DELIGNIT AG      INH.O.N.,DE000A0MZ4B0,10437,000A0MZ4B,DLX,XETR,http://www.finanzen.at/aktien/Delignit-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HAMBURG.HAFEN U.LOG.A-SP,DE000A0S8488,17976,000A0S848,HHFA,XETR,http://www.finanzen.at/aktien/Hamburger_Hafen_und_Logistik-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MUTARES AG,DE000A0SMSH2,3,000A0SMSH,MUX,XETR,http://www.finanzen.at/aktien/mutares-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
M1 KLINIKEN AG  O.N.,DE000A0STSQ8,2432,000A0STSQ,M12,XETR,http://www.finanzen.at/aktien/M1_Kliniken-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TOM TAILOR HOLDG.AG,DE000A0STST2,7741,000A0STST,TTI,XETR,http://www.finanzen.at/aktien/TOM_TAILOR-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
EYEMAXX R.EST.AG,DE000A0V9L94,432,000A0V9L9,BNT1,XETR,http://www.finanzen.at/aktien/EYEMAXX_Real_Estate-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DATRON AG INH.O.N.,DE000A0V9LA7,4177,000A0V9LA,DAR,XETR,http://www.finanzen.at/aktien/datron-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AIXTRON SE NA O.N.,DE000A0WMPJ6,4527,000A0WMPJ,AIXA,XETR,http://www.finanzen.at/aktien/AIXTRON_4-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CR CAPITAL REAL ESTATE AG,DE000A0WMQ53,4739,000A0WMQ5,CRZ,XETR,http://www.finanzen.at/aktien/CR_Capital_Real_Estate-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DEMIRE DT.MTS.RE AG,DE000A0XFSF0,9663,000A0XFSF,DMRE,XETR,http://www.finanzen.at/aktien/DEMIRE-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SHS VIVEON AG,DE000A0XFWK2,9210,000A0XFWK,SHWK,XETR,http://www.finanzen.at/aktien/SHS_VIVEON-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DEUTSCHE ROHSTOFF AG,DE000A0XYG76,8868,000A0XYG7,DR0,XETR,http://www.finanzen.at/aktien/Deutsche_Rohstoff-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TECHNOTRANS AG NA O.N.,DE000A0XYGA7,4829,000A0XYGA,TTR1,XETR,http://www.finanzen.at/aktien/technotrans-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PSI AG NA O.N.,DE000A0Z1JH9,5207,000A0Z1JH,PSAN,XETR,http://www.finanzen.at/aktien/PSI-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DEAG DT.ENTERTAINM..,DE000A0Z23G6,1534,000A0Z23G,ERMK,XETR,http://www.finanzen.at/aktien/DEAG_Deutsche_Entertainment-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ADESSO AG  O.N.,DE000A0Z23Q5,5425,000A0Z23Q,ADN1,XETR,http://www.finanzen.at/aktien/Adesso-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
RIB SOFTWARE AG NA,DE000A0Z2XN6,5459,000A0Z2XN,RIB,XETR,http://www.finanzen.at/aktien/RIB_Software-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VERIANOS REAL ESTATE AG,DE000A0Z2Y48,1254,000A0Z2Y4,VROS,XETR,http://www.finanzen.at/aktien/VERIANOS_Real_Estate-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FREENET AG NA O.N.,DE000A0Z2ZZ5,5886,000A0Z2ZZ,FNTN,XETR,http://www.finanzen.at/aktien/freenet-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SLM SOLUTIONS GRP AG,DE000A111338,1698,000A11133,AM3D,XETR,http://www.finanzen.at/aktien/SLM_Solutions_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ELUMEO SE,DE000A11Q059,1400,000A11Q05,ELB,XETR,http://www.finanzen.at/aktien/elumeo-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WILEX AG O.N.,DE000A11QVV0,1896,000A11QVV,WL6,XETR,http://www.finanzen.at/aktien/WILEX_AG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
EPIGENOMICS AG NA O.N.,DE000A11QW50,2005,000A11QW5,ECX,XETR,http://www.finanzen.at/aktien/Epigenomics_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
7C SOLARPARKEN AG  O.N.,DE000A11QW68,346,000A11QW6,HRPK,XETR,http://www.finanzen.at/aktien/7C_Solarparken-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MYHAMMER HOLDING AG O.N.,DE000A11QWW6,515,000A11QWW,MYRK,XETR,http://www.finanzen.at/aktien/MyHammer_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TLG IMMOBILIEN AG,DE000A12B8Z4,1747,000A12B8Z,TLG,XETR,http://www.finanzen.at/aktien/TLG_IMMOBILIEN-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SCOUT24 AG NA O.N.,DE000A12DM80,959,000A12DM8,G24,XETR,http://www.finanzen.at/aktien/Scout24-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ECOMMERCE ALLIANCE NA O.N,DE000A12UK08,732,000A12UK0,ECF,XETR,http://www.finanzen.at/aktien/Ecommerce_Alliance_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
F24 AG NA O.N.,DE000A12UK24,1460,000A12UK2,F2Y,XETR,http://www.finanzen.at/aktien/F24_Aktiengesellschaft-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROCKET INTERNET SE,DE000A12UKK6,19,000A12UKK,RKET,XETR,http://www.finanzen.at/aktien/Rocket_Internet-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CHORUS CLEAN ENERGY AG,DE000A12UL56,1472,000A12UL5,CU1,XETR,http://www.finanzen.at/aktien/CHORUS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LLOYD FONDS AG,DE000A12UP29,1105,000A12UP2,L1OA,XETR,http://www.finanzen.at/aktien/Lloyd_Fonds_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
NORCOM INF.TECHN.AG,DE000A12UP37,1610,000A12UP3,NC5A,XETR,http://www.finanzen.at/aktien/NorCom_Information_Technology_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PANTALEON ENTERTAIN.AG,DE000A12UPJ7,700,000A12UPJ,PAL,XETR,http://www.finanzen.at/aktien/Pantaleon_Entertainment-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HELLA KGAA HUECK+CO. O.N.,DE000A13SX22,1695,000A13SX2,HLE,XETR,http://www.finanzen.at/aktien/Hella-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WILD BUNCH AG O.N.,DE000A13SXB0,2061,000A13SXB,WBAG,XETR,http://www.finanzen.at/aktien/Wild_Bunch-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
4 SC AG,DE000A14KL72,2286,000A14KL7,VSC,XETR,http://www.finanzen.at/aktien/4SC-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
UHR.DE AG,DE000A14KN47,1687,000A14KN4,U1D,XETR,http://www.finanzen.at/aktien/uhr_de-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GBS SOFTWARE AG,DE000A14KR27,645,000A14KR2,INW1,XETR,http://www.finanzen.at/aktien/GBS_Software-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
STEILMANN SE,DE000A14KR50,2229,000A14KR5,STE,XETR,http://www.finanzen.at/aktien/Steilmann_SE-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DT.KONSUM REIT-AG,DE000A14KRD3,1327,000A14KRD,DKG,XETR,http://www.finanzen.at/aktien/Deutsche_Konsum_REIT-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WALLSTREET:ONLINE AG,DE000A161010,2458,000A16101,WSOK,XETR,http://www.finanzen.at/aktien/Wallstreet_online-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ERNST RUSS AG NA O.N.,DE000A161077,2468,000A16107,HXCK,XETR,http://www.finanzen.at/aktien/Ernst_Russ-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AUDEN AG   INH.EO 1,DE000A161440,2329,000A16144,AD1,XETR,http://www.finanzen.at/aktien/Auden_AG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GRENKE AG NA O.N.,DE000A161N30,252,000A161N3,GLJ,XETR,http://www.finanzen.at/aktien/GRENKE-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SINGULUS TECHNOL. EO 1,DE000A1681X5,1967,000A1681X,SNG,XETR,http://www.finanzen.at/aktien/Singulus-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SHAREHOLD.VAL.BET.NA O.N.,DE000A168205,2472,000A16820,SVE,XETR,http://www.finanzen.at/aktien/Shareholder_Value_Beteiligungen_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
KPS AG NA O.N.,DE000A1A6V48,5972,000A1A6V4,KSC,XETR,http://www.finanzen.at/aktien/KPS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DOCCHECK AG NA O.N.,DE000A1A6WE6,865,000A1A6WE,AJ91,XETR,http://www.finanzen.at/aktien/DocCheck_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SOFTLINE AG O.N.,DE000A1CSBR6,1241,000A1CSBR,SFD1,XETR,http://www.finanzen.at/aktien/Softline-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BRENNTAG AG NA O.N.,DE000A1DAHH0,7757,000A1DAHH,BNR,XETR,http://www.finanzen.at/aktien/Brenntag-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WIGE MEDIA AG,DE000A1EMG56,8841,000A1EMG5,WIG1,XETR,http://www.finanzen.at/aktien/WIGE_MEDIA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TONKENS AGRAR AG,DE000A1EMHE0,2730,000A1EMHE,GTK,XETR,http://www.finanzen.at/aktien/Tonkens_Agrar-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FORMYCON AG,DE000A1EWVY8,11800,000A1EWVY,FYB,XETR,http://www.finanzen.at/aktien/Formycon-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ADIDAS AG NA O.N.,DE000A1EWWW0,3446,000A1EWWW,ADS,XETR,http://www.finanzen.at/aktien/adidas-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WILLIAMS G.P.HLD.LS-05 DZ,DE000A1H6VM4,12758,000A1H6VM,WGF1,XETR,http://www.finanzen.at/aktien/Williams_Grand_Prix-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
NORMA GROUP SE NA O.N.,DE000A1H8BV3,2515,000A1H8BV,NOEJ,XETR,http://www.finanzen.at/aktien/NORMA_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ADLER MODEMAERKTE AG O.N.,DE000A1H8MU2,50,000A1H8MU,ADD,XETR,http://www.finanzen.at/aktien/adler-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TELEFONICA DTLD HLDG AG,DE000A1J5RX9,3355,000A1J5RX,O2D,XETR,http://www.finanzen.at/aktien/Telef%c3%b3nica_Deutschland-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SHW AG,DE000A1JBPV9,134,000A1JBPV,SW1,XETR,http://www.finanzen.at/aktien/SHW-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GESCO AG NA O.N.,DE000A1K0201,427,000A1K020,GSC1,XETR,http://www.finanzen.at/aktien/Gesco-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CO.DON AG O.N.  .,DE000A1K0227,318,000A1K022,CNWK,XETR,http://www.finanzen.at/aktien/codon-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SUESS MICROTEC AG NA O.N.,DE000A1K0235,370,000A1K023,SMHN,XETR,http://www.finanzen.at/aktien/SUeSS_MicroTec-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
EUROMICRON AG NA O.N.,DE000A1K0300,287,000A1K030,EUCA,XETR,http://www.finanzen.at/aktien/euromicron_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ARTNET AG NA O.N.,DE000A1K0375,16,000A1K037,ART,XETR,http://www.finanzen.at/aktien/artnet-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
STARAMBA SE  O.N.,DE000A1K03W5,2339,000A1K03W,99SC,XETR,http://www.finanzen.at/aktien/STARAMBA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PFERDEWETTEN.DE AG,DE000A1K0409,2280,000A1K040,EMH1,XETR,http://www.finanzen.at/aktien/pferdewetten_de-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROPAL EUROPE AG,DE000A1MBGB4,624,000A1MBGB,RO5K,XETR,http://www.finanzen.at/aktien/Ropal_Europe-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VONOVIA SE NA O.N.,DE000A1ML7J1,1616,000A1ML7J,VNA,XETR,http://www.finanzen.at/aktien/Vonovia-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HUMANOPTICS AG  O.N.,DE000A1MMCR6,1223,000A1MMCR,H9O1,XETR,http://www.finanzen.at/aktien/HumanOptics_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GERM.STARTUPS GRP NA O.N.,DE000A1MMEV4,873,000A1MMEV,GSJ,XETR,http://www.finanzen.at/aktien/German_Startups_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HELIOCENTRIS EN.SOL.AG NA,DE000A1MMHE3,859,000A1MMHE,H2FA,XETR,http://www.finanzen.at/aktien/Heliocentris_Energy_Solutions-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SCY BETEILIG.AG  O.N.,DE000A1PG508,556,000A1PG50,CSY,XETR,http://www.finanzen.at/aktien/SCY_Beteiligungen_AG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
R. STAHL AG NA O.N.,DE000A1PHBB5,1763,000A1PHBB,RSL2,XETR,http://www.finanzen.at/aktien/R_Stahl-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HUGO BOSS AG NA O.N.,DE000A1PHFF7,1131,000A1PHFF,BOSS,XETR,http://www.finanzen.at/aktien/HUGO_BOSS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PANAMAX AG,DE000A1R1C81,377,000A1R1C8,ICP,XETR,http://www.finanzen.at/aktien/Panamax_Aktiengesellschaft-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SYGNIS AG,DE000A1RFM03,429,000A1RFM0,LIO1,XETR,http://www.finanzen.at/aktien/SYGNIS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
RCM BETEILIGUNGS NA. O.N.,DE000A1RFMY4,3430,000A1RFMY,RCMN,XETR,http://www.finanzen.at/aktien/RCM_Beteiligungs-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SM WIRTSCHAFTSBER.NA.O.N.,DE000A1RFMZ1,3432,000A1RFMZ,SMWN,XETR,http://www.finanzen.at/aktien/SM_Wirtschaftsberatungs_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
A.S.CREATION TAPETEN NA,DE000A1TNNN5,2300,000A1TNNN,ACWN,XETR,http://www.finanzen.at/aktien/ASCr%c3%a9ation_Tapeten-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DT.BETEILIG.AG   NA O.N.,DE000A1TNUT7,2217,000A1TNUT,DBAN,XETR,http://www.finanzen.at/aktien/Deutsche_Beteiligungs_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BITCOIN GROUP SE  O.N.,DE000A1TNV91,13,000A1TNV9,ADE,XETR,http://www.finanzen.at/aktien/Bitcoin_Group_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MPC MUENCH.PET.CAP.,DE000A1TNWJ4,3858,000A1TNWJ,MPCK,XETR,http://www.finanzen.at/aktien/MPC_Muenchmeyer_Petersen_Capital_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MEDIGENE AG NA O.N.,DE000A1X3W00,3890,000A1X3W0,MDG1,XETR,http://www.finanzen.at/aktien/MediGene_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WCM BET.GRD.AG  O.N.,DE000A1X3X33,1696,000A1X3X3,WCMK,XETR,http://www.finanzen.at/aktien/WCM_Beteiligungs-und_Grundbesitz-AG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DIC ASSET AG NA O.N.,DE000A1X3XX4,2031,000A1X3XX,DIC,XETR,http://www.finanzen.at/aktien/DIC_Asset_AG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BASTEI LUEBBE AG  O.N.,DE000A1X3YY0,3202,000A1X3YY,BST,XETR,http://www.finanzen.at/aktien/Bastei_Luebbe-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SOLARWORLD AG   O.N.,DE000A1YCMM2,541,000A1YCMM,SWVK,XETR,http://www.finanzen.at/aktien/Solarworld-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SENDR SE NA O.N.,DE000A1YDAZ7,2788,000A1YDAZ,SD1,XETR,http://www.finanzen.at/aktien/SendR_SE-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DECHENG TECHNOLOGY AG,DE000A1YDDM9,672,000A1YDDM,333,XETR,http://www.finanzen.at/aktien/Decheng_Technology-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
STARDSL AG,DE000A2AA105,1759,000A2AA10,IKHK,XETR,http://www.finanzen.at/aktien/StarDSL_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DF DT.FORFAIT AG  NA,DE000A2AA204,1448,000A2AA20,DFTK,XETR,http://www.finanzen.at/aktien/DF_Deutsche_Forfait-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DEUTSCHE BOERSE Z.UMT.,DE000A2AA253,2493,000A2AA25,DB11,XETR,http://www.finanzen.at/aktien/Deutsche_Boerse-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CLERE AG O.N.,DE000A2AA402,1836,000A2AA40,CAG,XETR,http://www.finanzen.at/aktien/Clere-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SEVEN PRINCIPLES AG O.N.,DE000A2AAA75,2419,000A2AAA7,T3T1,XETR,http://www.finanzen.at/aktien/SEVEN_PRINCIPLES-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
INNOGY SE  INH. O.N.,DE000A2AADD2,2678,000A2AADD,IGY,XETR,http://www.finanzen.at/aktien/innogy-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SBF AG,DE000A2AAE22,2721,000A2AAE2,CY1K,XETR,http://www.finanzen.at/aktien/Corona_Equity_Partner_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SIEMENS AG  NA O.N. NEUE,DE000A2BPGN0,811,000A2BPGN,SIEN,XETR,http://www.finanzen.at/aktien/Siemens_11-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
INFINEON TECH.AG NA NEUE,DE000A2BPMM0,2808,000A2BPMM,IFXN,XETR,http://www.finanzen.at/aktien/Infineon_Technologies_9-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
KUKA AG  Z.VERK.,DE000A2BPXK1,221,000A2BPXK,KU23,XETR,http://www.finanzen.at/aktien/KUKA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AIXTRON SE NA Z.VERK.,DE000A2BPYT0,1907,000A2BPYT,AIXC,XETR,http://www.finanzen.at/aktien/AIXTRON-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BASF SE NA O.N.,DE000BASF111,9633,000BASF11,BAS,XETR,http://www.finanzen.at/aktien/BASF-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BAYER AG NA O.N.,DE000BAY0017,5830,000BAY001,BAYN,XETR,http://www.finanzen.at/aktien/Bayer-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
COMMERZBANK AG,DE000CBK1001,2306,000CBK100,CBK,XETR,http://www.finanzen.at/aktien/Commerzbank-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CELESIO AG NA O.N.,DE000CLS1001,5566,000CLS100,CLS1,XETR,http://www.finanzen.at/aktien/Celesio-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
E.ON SE NA O.N.,DE000ENAG999,3744,000ENAG99,EOAN,XETR,http://www.finanzen.at/aktien/E.ON-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
EVONIK INDUSTRIES AG,DE000EVNK013,547,000EVNK01,EVK,XETR,http://www.finanzen.at/aktien/Evonik-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FRANCOTYP-POSTALIA HLDG,DE000FPH9000,12579,000FPH900,FPH,XETR,http://www.finanzen.at/aktien/Francotyp-Postalia-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FINTECH GROUP AG  NA O.N.,DE000FTG1111,2455,000FTG111,FT0,XETR,http://www.finanzen.at/aktien/FinTech_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HAPAG-LLOYD AG NA O.N.,DE000HLAG475,2150,000HLAG47,HLAG,XETR,http://www.finanzen.at/aktien/Hapag-Lloyd-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
KLOECKNER + CO SE NA O.N.,DE000KC01000,11475,000KC0100,KCO,XETR,http://www.finanzen.at/aktien/Kloeckner_&_Co-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
KION GROUP AG,DE000KGX8881,2130,000KGX888,KGX,XETR,http://www.finanzen.at/aktien/Kion-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
